,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
304,4100002,Auchan,4384980.7797608,582262.730505,4100,Quartier des Quintrands - Route de Sisteron,Manosque,R
305,4100007,E.Leclerc,4383968.73172,580291.655555,4100,Route de Volx,MANOSQUE,R
307,4100010,TotalEnergies,4382376.0,578753.0,4100,214 AV. FREDERIC MISTRAL,MANOSQUE,R
308,4100011,TotalEnergies Access,4382261.2176294,578720.85229392,4100,RN96 - CHEMIN DES PLANTIERS,MANOSQUE,R
310,4103001,Système U,4381800.0,579900.0,4100,ZI St JosephBP335,MANOSQUE,R
312,4120003,Casino,4384706.0,651220.0,4120,Route Digne,CASTELLANE,R
313,4120004,Avia,4385100.0,650800.0,4120,Boulevard Saint Michel,Castellane,R
315,4130004,TotalEnergies,4394225.0,589247.0,4130,AUTOROUTE A51 - AIRE DE VOLX OUEST,VOLX,A
316,4130005,TotalEnergies,4384288.5752117,585142.10224648,4130,AUTOROUTE A51 - AIRE DE MANOSQUE,VOLX,A
317,4140001,Intermarché,4434100.0,637800.0,4140,LIEUDIT PRAS GAVOUETS ZONE ARTISANALE B,Seyne-les-Alpes,R
318,4160002,TotalEnergies,4409900.0,601000.0,4160,70 Avenue du Général de Gaulle,Château-Arnoux-Saint-Auban,R
319,4160003,Casino,4408200.0,600300.0,4160,Avenue du Jas,CHâTEAU-ARNOUX-SAINT-AUBAN,R
320,4160004,TotalEnergies Access,4408800.0,600900.0,4160,LE BELVEDERE - RN 96,Château-Arnoux-Saint-Auban,R
322,4170002,TotalEnergies,4396700.0,650700.0,4170,RN 202,SAINT-ANDRé-LES-ALPES,R
323,4170003,Système U,4396477.0,650654.0,4170,Route de Nice,Saint-André-les-Alpes,R
324,4190001,Intermarché,4403200.0,597200.0,4190,Rue de l'Anonciade,Les Mées,R
325,4200003,Intermarché,4414295.0,595926.0,4200,route de Sisteron,PEIPIN,R
327,4200008,TotalEnergies,4419300.0,594500.0,4200,3 AVENUE DE LA LIBERATION,Sisteron,R
328,4200009,Avia,4413350.8652902,597753.42421699,4200,AIRE D AUBIGNOSC,Aubignosc,A
330,4204001,Système U,4423700.0,591400.0,4204,50 allée des Genêts BP 200,SISTERON,R
332,4210006,Système U,4383600.0,597700.0,4210,RTE DE MANOSQUE,VALENSOLE,R
333,4240002,Intermarché,4396900.0,666800.0,4240,CD 908 LE CASTAGNERET,ANNOT,R
335,4280001,Système U,4385800.0,559700.0,4280,"ZA du Haut Moulin, quartier de la gare",Céreste,R
336,4300001,Casino,4395100.0,577100.0,4300,Quartier Beaudine Centre Commercial Les 3 Routes,Forcalquier,R
337,4300002,Intermarché,4395817.0,579229.0,4300,Avenue des Chalus,Forcalquier,R
339,4320001,ENI,4394900.0,681000.0,4320,STATION RN 4202,Entrevaux,R
340,4320002,Intermarché,4396500.0,678600.0,4320,ZA LE BREC 2,Entrevaux,R
341,4330004,Avia,4395200.0,636600.0,4330,RN 85,Barrême,R
342,4360001,TotalEnergies,4384400.0,621500.0,4360,QUARTIER SAINT JEAN,MOUSTIERS-SAINTE-MARIE,R
343,4370001,TotalEnergies,4416290.0,660861.0,4370,RN208,Villars-Colmars,R
344,4400002,TotalEnergies,4438600.0,664500.0,4400,49 Avenue des trois frères Arnaud,Barcelonnette,R
347,4400005,TotalEnergies,4439000.0,666900.0,4400,27 Avenue Antoine Signoret,Barcelonnette,R
348,4500001,Avia,4381500.0,608700.0,4500,Route de Marseille,Riez,R
349,4500003,Intermarché,4382200.0,609100.0,4500,Quartier Samson,Riez,R
350,4510003,Avia,4404400.0,613000.0,4510,RN 85,Mallemoisson - Les Grillons,R
351,4600002,Avia,4407500.0,599300.0,4160,RN96,Château-Arnoux-Saint-Auban,R
352,4700002,Intermarché,4392300.0,590800.0,4700,route La Brillanne,ORAISON,R
353,4700003,Carrefour,4392768.0,589091.0,4700,RN 96 CENTRE COMMERCIAL LE PLAN,LA BRILLANNE,R
354,4700005,TotalEnergies,4392242.75,591434.52034884,4700,AV. CHARLES RICHAUD,ORAISON,R
355,4700006,Carrefour,4391238.3289938,591573.81351348,4700,AVENUE FLOURENS AILLAUD,Oraison,R
356,4800001,TotalEnergies,4375600.0,588700.0,4800,46 Avenue des Alpes,Gréoux-les-Bains,R
358,5000005,Auchan,4454500.0,606600.0,5000,ROUTE DE BARCELONNETTE,Gap,R
359,5000006,E.Leclerc,4456400.0,609400.0,5000,Route des Fauvins,Gap,R
360,5000008,Intermarché,4456400.0,608400.0,5000,10 Avenue du Commandant Dumont,Gap,R
361,5000010,Esso,4454400.0,606100.0,5000,Avenue de Provence,GAP,R
362,5000017,TotalEnergies,4454104.0,605755.0,5000,46 AV. DE PROVENCE,GAP,R
363,5000018,TotalEnergies,4455900.0,607400.0,5000,10 AV.GUILLAUME FAREL,GAP,R
365,5100004,Carrefour,4489900.0,663400.0,5100,CENTRE COMMERCIAL SUD,BRIANCON,R
366,5100008,TotalEnergies Access,4490371.8328594,662908.58578086,5100,AV. DU DAUPHINE,BRIANCON,R
367,5100009,E.Leclerc,4493400.0,673300.0,5100,RN 94,Montgenèvre,R
368,5120002,Carrefour,4479293.20359,655974.685925,5120,PLACE DE LA MAIRIE,L'Argentière-la-Bessée,R
369,5120003,E.Leclerc,4485300.0,658200.0,5120,RN 94 Lieu-dit Pont la Lame,Saint-Martin-de-Queyrières,R
370,5130002,Intermarché,4445959.9636027,603513.92063598,5130,ZAE DE L'AEROPOLE,Tallard,R
371,5130004,Système U,4445800.0,605000.0,5130,Av de Provence,TALLARD,R
372,5160001,Système U,4452500.0,640800.0,5160,Avenue de la Combe d'Or,SAVINES-LE-LAC,R
373,5190002,Système U,4446700.0,617900.0,5190,Les Graves,Remollon,R
374,5200001,Système U,4455100.0,648900.0,5200,Zone d'Entraigues,Embrun,R
375,5200004,Intermarché,4453800.0,649700.0,5200,Route Nationale 94 Route Nationale 94,Baratier,R
377,5200007,Avia,4456000.0,648700.0,5200,Avenue Justin Gras,EMBRUN,R
378,5200009,TotalEnergies,4453836.37,649203.6,5200,RN 94 LE PETIT LIOU,BARATIER,R
379,5220001,E.Leclerc,4497200.0,651900.0,5220,"RD 1091 Lieu-dit ""Pré-Bagnols""",Le Monêtier-les-Bains,R
380,5230003,Intermarché,4454758.0,626906.0,5230,Place de la Gare,Chorges,R
381,5230004,TotalEnergies,4456700.0,619500.0,5230,"RN 94 LES FAURIES, RN94",La Bâtie-Neuve,R
382,5230007,TotalEnergies Access,4455200.0,625600.0,5230,RN 94 LA GRANDE ILE,CHORGES,R
383,5230008,TotalEnergies Access,4455163.9379108,625559.0835903,5230,RN 94 LA GRANDE ILE,CHORGES,R
385,5240003,Avia,4494200.0,656900.0,5240,LE MOULIN BARON,La Salle-les-Alpes,R
387,5260001,TotalEnergies,4464668.0,618157.0,5260,RN. 544 PLAINE DE CHABOTTES,Chabottes,R
389,5300001,TotalEnergies,4431000.0,583200.0,5300,50 Avenue de Provence,LARAGNE-MONTéGLIN,R
390,5300002,Casino,4431200.0,582500.0,5300,11 avenue du Maquis Morvan,Laragne-Montéglin,R
391,5300003,Intermarché,4431200.0,583100.0,5300,CENTRE COMMERCIAL LE PLAN,LARAGNE-MONTéGLIN,R
394,5350001,Elan,4475919.68,680774.96,5350,RN 547,Château-ville-vieille,R
395,5400002,Système U,4453627.0,583174.0,5400,route de gap,VEYNES,R
397,5400004,Carrefour,4453739.83,583462.1,5400,ROUTE DE GAP,VEYNES,R
398,5500001,Intermarché,4467298.35113,607366.85408,5500,Les Barraques RN85,LA FARE-EN-CHAMPSAUR,R
399,5500002,Carrefour,4467577.3217151,607589.24850751,5500,ZA DU MOULIN,Saint-Bonnet-en-Champsaur,R
400,5560002,Avia,4460600.0,668900.0,5560,Saint Marcellin,VARS,R
401,5600002,Intermarché,4466100.0,661800.0,5600,Le Villard,GUILLESTRE,R
402,5600005,Intermarché,4467200.0,661800.0,5600,RN 94,EYGLIERS,R
403,5600006,Carrefour,4466086.7125097,665321.6819505,5600,Porte du Queyras,GUILLESTRE,R
404,5700001,Système U,4442800.0,571700.0,5700,138 chemin de l'Isclamare,SERRES,R
406,6000007,Avia,4369233.0,724991.0,6000,77 Promenade des Anglais,NICE,R
407,6000026,TotalEnergies,4370700.0,729200.0,6300,10 BOULEVARD ARMEE DES ALPES,NICE,R
408,6000027,TotalEnergies,4371700.0,728200.0,6000,PONT VINCENT AURIOL,NICE,R
409,6000028,TotalEnergies,4370600.0,725100.0,6000,29 BIS AV. PAUL ARENE,NICE,R
410,6000029,TotalEnergies Access,4372800.0,728200.0,6000,"57, av. J.RAYBAUD",NICE,R
411,6000032,BP,4371000.0,725600.0,6000,123 Boulevard Gambetta,Nice,R
412,6000036,BP,4372800.0,725600.0,6000,Boulevard Comté de Falicon,Nice,R
413,6100006,BP,4372400.0,725600.0,6100,63 BOULEVARD GORBELLA,Nice,R
414,6110002,Avia,4357174.237,701624.364,6110,Boulevard Carnot,Le Cannet,R
415,6110004,Esso,4357500.0,701200.0,6110,150 AVENUE DU CAMPON,Le Cannet,R
416,6110005,Casino,4356943.56619,699586.761565,6110,"480, av. du Général De Gaulle",LE CANNET,R
417,6110006,E.Leclerc,4357300.0,700100.0,6110,46 Avenue Franklin Roosevelt,Le Cannet,R
419,6110009,TotalEnergies Access,4356200.0,696700.0,6110,BOULEVARD JEAN MOULIN,LE CANNET,R
421,6130001,Auchan,4363500.0,695200.0,6130,158 route de cannes,GRASSE,R
422,6130006,BP,4364100.0,690900.0,6130,13 ROUTE DE DRAGUIGNAN,Grasse,R
423,6130007,E.Leclerc,4365200.0,694600.0,6130,CHEMIN DE L'ORME,Grasse,R
424,6130008,Esso,4364800.0,691500.0,6130,35 Avenue de la Libération,Grasse,R
425,6130009,BP,4363296.0,695767.0,6130,111 Route de la Paoute,GRASSE,R
426,6130010,TotalEnergies,4365400.0,694300.0,6130,QUARTIER MOULIN DE BRUN RD.4,GRASSE,R
429,6140004,TotalEnergies,4371502.5979924,711711.80266449,6140,891 ROUTE DE ST PAUL,VENCE,R
430,6140005,Carrefour,4372518.54,709624.81,6140,976 avenue rhin et danube,vence,R
431,6150004,Casino,4355000.0,697000.0,6150,140 Av. Francis Tonner,CANNES,R
432,6150005,Intermarché,4355000.0,697000.0,6150,Avenue Francis Tonner,CANNES,R
433,6150007,E.Leclerc,4356900.0,696600.0,6150,1 AV.VICTOR HUGO,Cannes,R
434,6150008,TotalEnergies Access,4355009.3803971,695807.31962168,6150,AEROPORT CANNES MANDELIEU RN 7,Cannes,R
435,6150011,ENI,4355060.0,699230.0,6150,56 AVENUE DU DR PICAUD,CANNES LA BOCCA,R
437,6156001,Carrefour,4357100.0,695900.0,6150,Z.I. Les Tourrades,Cannes,R
438,6160008,ENI,4357275.3662013,710165.17558976,6160,122-124 Boulevard Raymond Poincaré,Antibes,R
439,6190004,Esso,4376400.0,748000.0,6190,171 Avenue Louis Pasteur,Roquebrune-Cap-Martin,R
440,6190008,TotalEnergies Access,4376394.0,748069.0,6190,175 AVENUE PASTEUR - RD 6007,Roquebrune-Cap-Martin,R
441,6190011,ENI,4376234.8422213,745757.46777831,6190,"Avenue de la côte d'Azur, 83",ROQUEBRUNE CAP MARTIN,R
442,6200014,Esso,4375900.0,720000.0,6200,Route de Grenoble,Nice,R
443,6200026,TotalEnergies Access,4368588.0,723677.0,6200,217 PROMENADE DES ANGLAIS,NICE,R
444,6200027,TotalEnergies Access,4368801.62597,719736.428827,6200,280 ROUTE DE GRENOBLE,NICE,R
445,6200028,TotalEnergies Access,4367500.0,722700.0,6200,PROMENADE DES ANGLAIS,NICE,R
447,6200032,BP,4367000.0,721700.0,6200,ZAC ARENAS 125 BD RENE CASSIN,NICE,R
448,6200033,TotalEnergies,4368725.8275145,722743.75422793,6200,61 Boulevard Napoléon III,Nice,R
449,6201001,Carrefour,4373000.0,718600.0,6200,606 boulevard du mercantour,Nice,R
450,6201002,E.Leclerc,4371005.0,718846.0,6200,456 Boulevard du Mercantour - Quartier Saint Isidore,Nice,R
451,6210009,BP,4352200.0,689900.0,6210,ROUTE NATIONALE 7,Mandelieu-la-Napoule,R
454,6220003,Intermarché,4356968.0,704684.0,6220,117 Vieille Route de Cannes,VALLAURIS,R
455,6220005,TotalEnergies,4358000.0,706200.0,6220,RN7 LA BATTERIE,Golfe-Juan,R
456,6220006,E.Leclerc,4359300.0,705700.0,6220,1750 CHEMIN SAINT BERNARD,VALLAURIS,R
457,6230002,Esso,4370600.0,730100.0,6230,1 Boulevard de la Corne d'Or,Villefranche-sur-Mer,R
458,6230003,TotalEnergies,4370556.0,732039.0,6230,1280 BOULEVARD NAPOLEON 3,Villefranche-sur-Mer,R
460,6240006,E.Leclerc,4375000.0,742300.0,6240,A8 Aire de la Riviera Française,Beausoleil,A
461,6250001,Carrefour,4357982.7627634,699596.74750295,6250,3256 CHEMIN DE CARIMAÏ,MOUGINS,R
463,6250009,TotalEnergies,4358400.0,702500.0,6250,AUTOROUTE A8 - AIRE DE LA CÔTE D'AZUR,MOUGINS,A
464,6250010,TotalEnergies Access,4358338.64141,700956.785587,6250,492 ROUTE DU CANNET,MOUGINS,R
465,6250011,BP,4361200.0,697800.0,6250,1064-1126 AVENUE SAINT MARTIN,MOUGINS,R
466,6260001,TotalEnergies,4395599.0,689387.0,6260,QUARTIER L'ISLE RN.202,PUGET-THéNIERS,R
467,6260002,Carrefour,4395475.5139463,689044.101879,6260,RN 202 Quartier St-Roch,PUGET-THENIERS,R
469,6270003,Intermarché,4362900.0,713400.0,6270,51 Avenue des Maurettes,Villeneuve-Loubet,R
472,6300008,Esso,4372200.0,729200.0,6300,11 Boulevard Pierre Sémard,Nice,R
474,6300016,TotalEnergies,4371500.0,728700.0,6300,27 AVENUE DENIS SEMERIA,NICE,R
475,6300017,TotalEnergies,4373200.0,728600.0,6300,PONT GARIGLIANO,NICE,R
476,6300018,TotalEnergies Access,4372000.0,728600.0,6300,93 ROUTE DE TURIN RN 204,NICE,R
477,6300019,TotalEnergies,4370200.0,729300.0,6300,94 CORNICHE ANDRE DE JOLY,Nice,R
478,6310002,TotalEnergies,4370743.0,733406.0,6310,RN.559 BASSE CORNICHE,Beaulieu-sur-Mer,R
479,6320003,Esso,4375500.0,739800.0,6320,AUTOROUTE A8 / BP 102 (4391808),La Turbie,A
481,6320005,TotalEnergies,4372554.7794194,740663.04895839,6320,23 MOYENNE CORNICHE ROUTE DE NIC,Cap-d'Ail,R
482,6320006,TotalEnergies,4372306.2862934,739770.43091927,6320,77 AVENUE DU 3 SEPTEMBRE,Cap-d'Ail,R
483,6330002,Intermarché,4366800.0,704300.0,6330,PLAN DE ROQUEFORT,Roquefort-les-Pins,R
484,6330003,TotalEnergies,4366700.0,705100.0,6330,RD 2085,Roquefort-les-Pins,R
486,6340002,Intermarché,4377513.0,733530.0,6340,240 Voie Communale des Plans de la Bégude,Cantaron,R
487,6345001,Auchan,4374331.0338554,732132.61846714,6345,31 Route de Laghet,La Trinité,R
488,6360001,Avia,4372903.5301218,736706.32474162,6360,35 avenue de Verdun,Eze,R
489,6370001,Casino,4361390.09321,697646.64324,6370,1006 Chemin des Gourettes,MOUANS-SARTOUX,R
491,6400001,TotalEnergies,4355530.0,702483.0,6400,26 Boulevard de la République,Cannes,R
492,6400004,Esso,4354700.0,704600.0,6400,106 Avenue Maréchal Juin,Cannes,R
493,6400005,Avia,4354738.0,704418.0,6400,96 Avenue Maréchal Juin,Cannes,R
494,6400010,TotalEnergies,4355857.0,700235.0,6400,57 BD DU RIOU,CANNES,R
495,6400013,BP,4355200.0,700600.0,6400,19-21 BD VALLOMBROSA,CANNES,R
496,6410003,Avia,4362474.0,710244.0,6410,518 Route de la Mer,BIOT,R
498,6430001,Avia,4408768.3067888,759372.21262687,6430,Quartier celestrera,Tende,R
500,6460002,Intermarché,4369800.0,684100.0,6460,CHEMIN ST ANNE,Saint-Vallier-de-Thiey,R
501,6480002,E.Leclerc,4367400.0,712300.0,6480,"344, Chemin des Moulières",LA COLLE-SUR-LOUP,R
502,6500004,Intermarché,4378000.0,748200.0,6500,"91, route Val des Castagnins",MENTON,R
503,6500005,Intermarché,4380500.0,748700.0,6500,45 AV DE ST ROMAN,MENTON,R
504,6500008,TotalEnergies,4378400.0,752100.0,6500,PORTE DE FRANCE,MENTON,R
505,6500010,BP,4376600.0,748700.0,6500,1 AVENUE GENERAL DE GAULLE,MENTON,R
506,6510001,TotalEnergies,4377600.0,719900.0,6510,854 rd1 QR MOURLANCHINIERS,Carros,R
507,6510003,Intermarché,4376400.0,720000.0,6510,345 AV DE LA TOURRE,GATTIERES,R
508,6520001,Esso,4368100.0,696900.0,6520,194 Avenue Auguste Renoir,Grasse,R
509,6530002,Intermarché,4364464.0,688496.0,6530,94 Avenue de Boutiny,Peymeinade,R
510,6530003,Carrefour,4365013.8552655,681061.6369366,6530,ROUTE DE GRASSE,Saint-Cézaire-sur-Siagne,R
511,6530004,TotalEnergies,4364400.0,688300.0,6530,10 AV.de BOUTIGNY,PEYMEINADE,R
512,6530007,Carrefour,4363444.9,685390.1,6530,Faisse longue-route de draguignan - Lotissement le Hameau du Val du Tignet,Tignet,R
514,6540002,ENI,4396400.0,752400.0,6540,839 route de LA GIANDOLA,Breil-sur-Roya,R
515,6550001,ENI,4357600.0,695100.0,6550,235 AVE DE LA REPUBLIQUE,La Roquette-sur-Siagne,R
516,6550002,Intermarché,4357600.0,695200.0,6550,Avenue de la République,La Roquette-sur-Siagne,R
517,6560001,Carrefour,4364500.0,704900.0,6560,Chemin du Darbousson,VALBONNE,R
518,6560006,TotalEnergies,4362698.6,699861.0,6560,1600 ROUTE DE CANNES,Valbonne,R
519,6580001,Système U,4359220.0,692965.0,6580,87 Route de la Fènerie,PéGOMAS,R
520,6600001,Carrefour,4360300.0,708500.0,6600,Chemin de Saint-Claude,ANTIBES,R
521,6600007,Avia,4360087.60476,712225.595196,6600,136 Route de Nice,ANTIBES,R
522,6600008,Esso,4357400.0,712400.0,6600,20 Boulevard Maréchal Leclerc,Antibes,R
523,6600009,Esso,4358700.0,711900.0,6600,29 BD GENERAL VAUTRIN,Antibes,R
524,6600010,Esso,4359200.0,710500.0,6600,236 Route de Grasse,Antibes,R
525,6600012,Elan,4360700.0,712400.0,6600,841 Route de Nice,ANTIBES,R
526,6600013,Casino,4359000.0,711000.0,6600,70 Avenue Philippe Rochat,ANTIBES,R
527,6600014,Casino,4357900.0,711100.0,6160,Rue Nicolas Aussel,ANTIBES,R
528,6600022,TotalEnergies,4358900.0,712000.0,6600,2 AVENUE DE NICE,ANTIBES,R
529,6600023,TotalEnergies,4359800.0,708800.0,6600,1945 ROUTE DE GRASSE,ANTIBES,R
530,6600024,TotalEnergies Access,4359874.0,708726.0,6600,RD 35 1856 RTE DE GRASSE,ANTIBES,R
535,6610005,Carrefour,4371764.8206695,715224.85398704,6610,ROUTE DE CAGNES,LA GAUDE,R
536,6640001,Esso,4374525.0,714362.0,6640,Chemin du Peyron,Saint-Jeannet,R
537,6650001,Casino,4367290.33299,699413.645217,6650,Route de Nice,LE ROURET,R
539,6650003,Avia,4366800.0,698500.0,6650,Rond Point Font Neuve,Opio,R
541,6660002,TotalEnergies,4423300.0,695200.0,6660,Route de Nice,Saint-Étienne-de-Tinée,R
542,6670007,TotalEnergies Access,4376000.0,720000.0,6670,RD 6202,COLOMARS,R
543,6670008,Avia,4385600.0,722700.0,6670,2 avenue Charles David,Levens,R
544,6670010,Elan,4385549.3454463,719733.28111143,6670,483 AVENUE PORTE DES ALPES,PLAN DU VAR,R
545,6670011,ENI,4376200.0,720300.0,6670,RN 202 PONT DE LA MANDA,Colomars,R
546,6700002,Avia,4366566.1647,719304.214413,6700,373 Avenue du Général de Gaulle,SAINT-LAURENT-DU-VAR,R
547,6700003,Avia,4365664.0,718031.0,6700,TERRE PLEIN DU PORT,SAINT-LAURENT-DU-VAR,R
549,6700006,TotalEnergies,4366868.0,719193.0,6700,702 AVENUE DU GENERAL DE GAULLE,Saint-Laurent-du-Var,R
550,6700008,TotalEnergies,4368601.2971316,718715.25112118,6700,ZI A4 AVENUE PIERRE ET MARIE CURIE,Saint-Laurent-du-Var,R
552,6770002,TotalEnergies Access,4376667.50087,720105.991068,6770,Z.I. LA MANDA LIEU DIT LA TOUR,GATTIERES,R
553,6800006,ENI,4365700.0,717400.0,6800,Boulevard de la Plage,Cagnes-sur-Mer,R
554,6800017,TotalEnergies,4366500.0,717100.0,6800,53 AVENUE DU VAL FLEURI,Cagnes-sur-Mer,R
555,6800018,TotalEnergies,4366223.0,714933.0,6800,81 AV. DE LA GARE CD 36,Cagnes-sur-Mer,R
556,6800019,TotalEnergies Access,4365936.0,716732.0,6800,79 AV.DE NICE,Cagnes-sur-Mer,R
557,6800020,TotalEnergies Access,4365400.0,714800.0,6800,RN.7 COTE HIPPODROME,Cagnes-sur-Mer,R
558,6800025,BP,4367000.0,712500.0,6800,5 AVENUE CHEIRON,Cagnes-sur-Mer,R
559,6800029,BP,4366000.0,713800.0,6800,36 AVENUE DES ALPES,CAGNES SUR MER,R
561,6800031,ENI,4365400.0,714700.0,6800,26 AVENUE DE CANNES,CAGNES SUR MER,R
562,7000002,Intermarché,4472700.0,459700.0,7000,Boulevard de Paste,PRIVAS,R
564,7100002,Système U,4524400.0,466800.0,7100,55 Avenue de l'Europe,ANNONAY,R
565,7100006,TotalEnergies,4523500.0,467200.0,7100,Route du 4ème Spahis,ANNONAY,R
566,7100007,Intermarché,4525700.0,467300.0,7100,Rue Mathieu Duret,Annonay,R
568,7110004,Carrefour,4453800.0,429300.0,7110,76 avenue de la République,Largentière,R
570,7120001,Système U,4444340.55985,434813.251739,7120,Route de Vallon Pont d'Arc,RUOMS,R
571,7120004,TotalEnergies,4441000.0,429400.0,7120,quartier de la gare,Grospierres,R
572,7120005,TotalEnergies,4447200.0,435600.0,7120,CHAMP DU SOULIER,Pradons,R
573,7130002,Avia,4494400.0,485700.0,7130,AVENUE GROSS-UMSTADT,Saint-Péray,R
574,7130004,TotalEnergies,4495800.0,484700.0,7130,102 avenue du Colonel ROUSSET,CORNAS,R
575,7130005,TotalEnergies,4495800.0,484700.0,7130,102 avenue du colonel Rousset,CORNAS,R
576,7140001,Carrefour,4440600.0,413700.0,7140,Centre Commercial La Clairette,LES VANS,R
577,7140002,Système U,4440600.0,413000.0,7140,20 chemin de champvert,chambonas,R
578,7150001,Elan,4439700.0,438200.0,7150,La Plaine,Salavas,R
579,7150003,Intermarché,4440700.0,439400.0,7150,route Ruoms,VALLON-PONT-D'ARC,R
580,7160001,Système U,4491200.0,444100.0,7160,chem Pra,Le Cheylard,R
581,7160003,Intermarché,4491400.0,444200.0,7160,Allée des Vergers,Le Cheylard,R
582,7170001,TotalEnergies,4457063.0,451054.0,7170,rond point,VILLENEUVE-DE-BERG,R
583,7170002,ENI,4457059.0,445910.0,7170,RN 102,Lavilledieu,R
584,7170003,Intermarché,4457200.0,451200.0,7170,QUARTIER LANSAS,VILLENEUVE DE BERG,R
585,7190001,Carrefour,4482160.0,458402.0,7190,Grande Rue,Saint-Sauveur-de-Montagut,R
586,7190002,TotalEnergies,4481900.0,459300.0,7190,105 ROUTE DE L EYRIEUX,ST SAUVEUR DE MONTAGUT,R
587,7200003,Avia,4461400.0,440600.0,7200,Route de Montélimar,AUBENAS,R
588,7200005,Casino,4461200.0,440900.0,7200,Rue de Montélimar,Saint-Didier-sous-Aubenas,R
589,7200006,E.Leclerc,4459959.98093,438424.813182,7200,Quartier Les ChampsSaint Etienne Fontbellon,SAINT-ÉTIENNE-DE-FONTBELLON,R
590,7200007,Intermarché,4461547.1044958,440739.15609741,7200,ZA Le Ponson Moulon,Aubenas,R
591,7200008,TotalEnergies Access,4463202.17749,437986.312289,7200,RTE DE VALS,AUBENAS,R
592,7200009,Elan,4453800.0,441700.0,7200,785 ROUTE DE RUOMS,Vogüé,R
593,7200010,Carrefour,4460500.0,438700.0,7200,56 Avenue de Bellande,Aubenas,R
595,7200012,Elan,4462826.97,441624.53,7200,2 ROUTE DE L'ESCRINET,ST PRIVAT,R
599,7210001,Système U,4471500.0,461500.0,7210,La Clef du Sac,ALISSAS,R
600,7220003,Carrefour,4447589.64,469209.58,7220,QUARTIER PLANZOLLES RN86,Viviers,R
602,7240002,Intermarché,4489773.0,464767.0,7240,Domaine de la Garode,Vernoux-en-Vivarais,R
603,7250001,TotalEnergies,4474581.0,474503.0,7250,RD86 SORTIE SUD,Le Pouzin,R
604,7250004,Avia,4475628.0,475673.0,7250,route de loriol,LE POUZIN,R
605,7260001,Carrefour,4447900.0,424800.0,7260,Les Beaumes,JOYEUSE,R
606,7260002,Intermarché,4448300.0,426700.0,7260,135 ROUTES DES VERNADES,ROSIèRES,R
607,7270001,Système U,4498200.0,456900.0,7270,ZI La Sumène,LAMASTRE,R
609,7300001,Carrefour,4505500.0,483900.0,7300,RUE HELENE DE TOURNON,TOURNON-SUR-RHôNE,R
610,7300003,Intermarché,4507600.0,481400.0,7300,6 Chemin de la Gare,SAINT-JEAN-DE-MUZOLS,R
611,7300005,E.Leclerc,4505500.0,483200.0,7300,Chemin de Saint-Vincent,Tournon-sur-Rhône,R
612,7300006,TotalEnergies,4505706.43467,484009.467939,7300,55 AVENUE DE NIMES - RN86,Tournon-sur-Rhône,R
614,7330001,TotalEnergies,4466704.0,416313.0,7330,Barnas Haut,Barnas,R
615,7340001,TotalEnergies,4530900.0,474200.0,7340,LA REMISE,FéLINES,R
616,7340002,E.Leclerc,4525700.0,469600.0,7430,LE MAS OUEST - RTE DE LYON,Davézieux,R
617,7380001,Elan,4464466.28043,432898.392299,7380,Quartier de la gare,Lalevade-d'ardèche,R
618,7380002,Intermarché,4464989.22918,432447.950169,7380,Allée de Vals,LALEVADE-D'ARDèCHE,R
619,7400002,Intermarché,4455907.2481244,469025.02954602,7400,ZAC LA ROTONDE,Le Teil,R
620,7400003,TotalEnergies,4460000.0,471700.0,7400,881 Boulevard de la Roche Noire,ROCHEMAURE,R
624,7430002,Carrefour,4526100.0,470300.0,7430,Route de Lyon,DAVéZIEUX,R
625,7430004,Avia,4525669.1678625,470602.58596348,7430,ZI de la Lombardière,Davézieux,R
628,7500001,Auchan,4493828.0,486654.0,7500,1449 Avenue de la République,Guilherand-Granges,R
629,7500002,Intermarché,4491977.4904096,486145.37844062,7130,Chemin des Basses Freydières,Soyons,R
630,7580002,Avia,4458400.0,453200.0,7580,RN 102,Saint-Jean-le-Centenier,R
631,7700002,Intermarché,4438200.0,464200.0,7700,Avenue Marechal Leclerc,Bourg-Saint-Andéol,R
